ID;Question
31637;Парода собаки Лабродор умеет гавкать ?
31638;В каком году умер Иван Грозный?
31639;Сколько музыкантов в квинтете?
31640;Счем кот полетел с балкона?
31641;В каком возрасте был распят Иисус Христос?
31642;Сколько лет прожил Стив Джобс?
31643;Сколько всего колец Власти Средиземья было в легендариуме Толкиена?
31644;Как называется емкость в которой смешивают лекарсто
31645;Аэропорт на Багамах
31646;Как в 18 веке в великобритании называли людей, чьих казнь была повешение?
31647;Самая маленькая страна в мире (по плащади) ?
31648;Как звали создателя Кубика Рубика?
31649;Какой химический элемент назван в честь злого подземного гнома?
31650;Какая из «мыльных опер» насчитывает самое большое количество серий?
31651;Какой из этих актёров не подвергался ложной информации о своей смерти?
31652;Кто считается общим предком современных человекообразных обезьян и человека?
31653;Добрый вечер! У вас в вопросе про коктейль «Лонг Айленд», была допущена ошибка в объяснении. Коктейль готовится исключительно из белого алкоголя. В объяснении прозвучал золотой ром, а это не верно.
31654;Когда было отменено Крепостное право в России?
31655;Как называются две самые ближайшие звезды к нашей планете
31656;Какое прозвище имеет Дуэйн Джонсон?
31657;Какой камень бесконечности в киновселенной Марвел изучал Говард Старк?
31658;Какого признака равенства треугольников не существует?
31659;Сколько яиц можно съесть на тощах?
31660;В каком городе находится автозавод УАЗ?
31661;Как назывался 1-ый искусственный спутник земли?
31662;Кто стал чемпионом России по Футболу в 2017 году?
31663;Сколько островов насчитывается в составе Японии?
31664;Какой город стоит на 3 месте по численности населения в России?
31665;Что означает слово «камикадзе»?
31666;Какое растение не голубого цвета?
31667;На какой машине ездил главный герой фильма <Такси>
31668;Какой национальности актёр Шон Коннери?
31669;Что тежеллее килограмм ваты или килограмм железа?
31670;Второе совершенное число
31671;Какой писатель является основоположником стиля готического романа?
31672;Как звали при рождении Фаину Раневскую?
31673;Что было написано на коврике у норы Кролика из мультфильма «Винни-Пух идёт в гости»?
31674;Куда смотря на цифру 2, мы говорим «десять»
31675;Столица Мадагаскара ?
31676;Как НЕ звали племянников Скруджа МакДака?
31677;Какое блюдо переводится как «закуска»?
31678;У какой из этих пород собак родина Китай?
31679;Что сделал Соколов  чтоб получить батон хлеба и кусок сала
31680;На сколько государств распался СССР ?
31681;Сколько камер имеет сердце лягушки?
31682;Сколько лет второкласнинику(це)
31683;В какого по какой год выпустился первый выпуск Советской Энциклопедии
31684;Как называется Птица которая откладывает свои яйца на голые камни
31685;Сколько голов было забито в самом результативном матче в истории футбола?
31686;Кто такие Амбидекстры
31687;Чью смерть А. Дюма не описал в трилогии о трёх мушкетёрах?
31688;До какого класса считается начальная школа?
31689;В каком году была выпущена первая плитка шоколада в мире?
31690;Сколько ног у улитки?
31691;Жёлтая речка в Китае
31692;Кто был первым президентом  СССР?
31693;Какая из этих аминокислот содержит серу?
31694;Сколько у кошек жизней ?
31695;По площади Россия больше Африки?
31696;Как правильно назывался рычаг-спусковой скобы винтовки Винчестер?
31697;Как называется раздел евклидовой геометрии, изучающий двумерные фигуры
31698;Сколько энергетических уровней у атома кальция ?
31699;Из какого сериала пошла фраза « Это будет леген... подожди- подожди дарно. Легендарно»
31700;Какого созвездия НЕ существует?
31701;Как заканчивается пословица - Что посеешь, то и ...
31702;Какой город является столицей Азербайджана?
31703;Какие пластиды в клетках растений бесцветны?
31704;Кто выйграл ЧМ по Футбол 2018
31705;Как называется житкое горючее вещество в зажигалке.
31706;В каком году родился Александр Сергеевич Пушкин?
31707;Какая игра является симулятором жизни?
31708;Сколько лет пролежал на печи известный богатырь Илья Муромец?
31709;Какую площадь имеет самая маленькая республика РФ?
31710;Выберите язык программирования
31711;Сколько Цветов у кубика рубика
31712;Как называется саиый маленький город в России?
31713;Сколько пальцев на задних лапах у кошек
31714;Без чего автомобиль не сможет поехать?
31715;"Какой музыкальный инструмент украл Тед для Робин в сериале ""Как я встретил вашу маму""?"
31716;Сколько штатов в США?
31717;Как приветствую друг друга эскимосы?
31718;Какая геометрическая фигура может носить название «Солнечная»?
31719;Ликёром коню в зубы ...
31720;Какой фильм был про джейсона вурхиса
31721;Каких денег преобладает в современное время
31722;Сколько лет футболисту ЦСКА Фёдору Чалову?
31723;Кто не является футболистом?
31724;Легенды гласят, что в XIV веке его варили монахи на горе Афон и угощали всех странствующих богомольцев(паломников), о каком напитке идет речь?
31725;Какой литературный поэт отдал свою душу дьяволам?
31726;Где берет начало река Ангара?
31727;В каком городе спрятались мужское имя и сторона света?
31728;"Какую из этих книг Чарльза Диккенса читал вслух Джек Сойер своему другу Генри Лайдену в романе Стивена Кинга ""Чёрный дом""?"
31729;Какой заряд имеет электрон?
31730;Чьё имя использовал Эрих Мария Ремарк в качестве второго?
31731;У какой из этих стран больше всего побед в Лиге чемпионов УЕФА?
31732;Как называется неконтролируемое автоматическое повторение слов, услышанных в чужой речи?
31733;Через что люди проходят с комнаты в комнату ?
31734;Какой город стоит у реки Кокшага
31735;Про какой дождь пел Игорь Тальков?
31736;Какая из этих стран НЕ является княжеством?
31737;Какое вещество из перечисленных не обладает выраженными антисептическими или бактерицидными свойствами?
31738;Как называлось творческое содружество русских композиторов в Санкт-Петербурге в 50-60-х годах 19 века?
31739;Какая из этих киберспортивных команд выиграла крупнейший турнир по игре Dota 2 — The International 2017?
31740;К какому типу ткани относится кровь?
31741;Чем известна деревня Жостово?
31742;Какой порядковый номер у Урана в периодической системе химических элементов Менделеева?
31743;Кто был назначен рейхканцлером в Германии в 1933?
31744;Какие мыши живут в тундре?
31745;Что делала Екатерина 2 с лошадьми
31746;Ково принято называть первым математиком .
31747;Ежесуточно Земля прибавляет в весе 400 тонн. За счет чего?
31748;Как называют в психологии отклоняющееся поведение?
31749;Сборная какой страны ни разу не выигрывала чемпионат мира по футболу
31750;Какая область не граничит с Украиной?
31751;Что изучает астрономия?
31752;В каком году была образована самая старая футбольная команда в мире на данный момент?
31753;Кто командовал шведскими кораблями в морском сражении у мыса Гангут в Северной войне?
31754;Где живёт Снегурочка
31755;пятого июля,в двадцать ноль ноль, Вы обещали,что в эфире будете задавать вопросы по киновселенной марвел,но почему большинство вопросов не относилось к марвел?
31756;Где было зафиксировано самое жаркое место Северной Америки?
31757;Какая из перечисленных хоккейных команд ни разу не владела Кубком Гагарина?
31758;В каком из этих блюд основным ингредиентом является рис
31759;В какой стране была придумана шоколадно-ореховая паста Nutella?
31760;Кто стал первым хоккейным вратарем, надевшим маску в официальной игре, став популяризатором данной практики в конечном итоге?
31761;Что  является гаромоном щитовидной железы?
31762;Песняры в 1976 году, а темеоглазая - где?
31763;"Кто снялся в главной роли в фильме ""Танцы с волками""?"
31764;Какой писатель получал Нобелевскую премию?
31765;Томск - это город ...
31766;Какая из данных кислот является нерастворимой?
31767;Какую реку, согласно пословице, можно перейти только в одном направлении?
31768;С кем Колобок в одноимённой сказке встретился первым?
31769;С помощью чего пасссажиры часто попадают в самолет?
31770;Самец какой особи вынашивает и рожает потомство ?
31771;Кто был в отношениях с футболистом Криштиану Роналду?
31772;Человек за компьютером, и не только в сети
31773;Температура сворачивания белка?
31774;Когда была подписана декларация независимости США?
31775;Кто из этих правителей получил Нобелевскую премию по литературе?
31776;Какой танец танцует сборная Новой Зеландии(футбола,регби,хоккея) перед матчем
31777;Итальянцы называют это государство Монтенегро. Как его называем мы?
31778;Какая страна является основным поставщиком импортных роз в Россию
31779;Каким именем называют протагониста игры The Elder Scrolls: Skyrim?
31780;Какой из этих фильмов/сериалов был выпущен на следующий день после убийства Джона Кеннеди?
31781;Какая из планет НЕ названа в честь древнего бога?
31782;Зачем, выезжая из гостиницы в Риме, писатель Франсуа Рабле оставил там мешочки с надписью «яд для короля»?
31783;В каком году появилось первое в мире метро?
31784;В каком российском футбольном клубе выступал\nЗнаменитый бразильский защитник Тиаго Сильва?
31785;В каком году был основан СССР?
31786;Сколько подписчиков в группе клевер?
31787;Какое инфекционное заболевание самое распрастранное в мире?
31788;Кто из этих снукеристов пятикратный чемпион мира?
31789;С кокого горада в первый и последний раз вышел знаменитый лайнер титаник?
31790;какое максимально возможное количество зубов у взрослого человека
31791;Какое настоящее имя Гаечки из мультсериала «Чип и Дейл спешат на помощь»?
31792;Какое значение имеет музыкальный термин «аллегро»?
31793;Кто из этих людей не получал нобелевскую премию?
31794;Как переводится Ich
31795;Как звали первого и единственного президента СССР?
31796;Как называется произведение французского писателя Мориса Дрюона?
31797;Какое написание словосочетания верное?
31798;При каком императоре было отменено крепостное право?
31799;В нашей галактике «Млечный Путь», сколько звёзд?
31800;"Где живет ПчелоПтицеПес из мультсериала ""Барбоскины"""
31801;в каком году Адольф Гитлер был назван человеком года по версии журнала time ?
31802;Какой самый быстрый автомобиль в мире за 2018 год?
31803;Какой фильм саги Звёздных Войн вышел в 2005 году?
31804;Кто снимается в роли Звездного Лорда в фильме Стражи галактики?
31805;Кто из братьев Орловых получил от Екатерины ||  титул Чесменский?
31806;Вмультфильме: - Раздаётся львиный ... (что):«Ах бездельник, как подстриг!»
31807;На какой глубине лежит «Титаник»?
31808;Какие элементы входят в состав микросхемы процессора?
31809;Сколько было написано произведений Пушкиным?
31810;"""Изгиб гитары"" какого цвета ""ты обнимаешь нежно..."""
31811;Какая страна состоит из одного города?
31812;ЛАВРОВ БОЛЕЕТ ЗА «СПАРТАК», ИВАНОВ — ЗА ЦСКА, А ЗА КОГО БОЛЕЕТ ПУТИН?
31813;Как обозначается атом хрома в таблице Менделеева?
31814;Каким псевдонимом НЕ подписывался А. П. Чехов?
31815;Характерной особенностью клевера является то, что единственными насекомыми-опылителями, способными его опылять, являются
31816;Сколько по времени составляет самый короткий международный перелет?
31817;"В каком городе стоит памятник человеку, который сделал хет-трик в финале турнира ""кожаный мяч""?"
31818;как называется 15 годовщина свадьбы?
31819;Сколько нужно градусов, чтобы вода закипела?
31820;Какой овощ использовали для празднования Хеллоуина до тыквы?
31821;Кто такая Софья Ковалевская?
31822;Чему равно расстояние от солнца до плутона?
31823;Самый большой орган человеческого тела ?
31824;Какая из перечисленных планет ближе к Солнцу?
31825;Когда родилась певица Ольга Бузова?
31826;Как назывался самый большой немецкий танк?
31827;Чему, согласно теореме Котельникова, равна частота дискретизации fд?
31828;Кто автор романа «Князь Серебряный»?
31829;Лето какого года стало самым жарким в России за последние 1000 лет?
31830;"Кому принадлежит известная цитата ""В этом мире неизбежны только смерть и налоги"" ?"
31831;Где в какой стране находится холм Таматеа?
31832;Какого года и какого числа родился Пушкин
31833;Кто выиграл чемпионат мира по футболу 2010
31834;Сколько лет ждал своего хозяина пёс Хатико?
31835;В какой стране самое большое население?
31836;Такой детский вопрос на внимательность)\nСколько будет 2+2x2
31837;Назовите годы правления Екатерины II
31838;Как называется мой канал на ютубе
31839;Сколько нулей у нониллиона?
31840;Сколько можно копейки делить между кучей победителей???!! Народа уже все меньше и меньше! Теряете популярность! Неужели непонятно, что гораздо более популярным среди людей было бы ИГРА ДО ПОСЛЕДНЕГО ПОБЕДИТЕЛЯ каждый день!  Хоть какой то шанс РЕАЛЬНО заработать! Аудитория вырастет на порядок!
31841;Сколько часовых поясов у России?
31842;Какого цвета были первые моркови
31843;Самая большая звезда ?
31844;В каком году родился Авврам Линкольн
31845;Какой персидский царь, согласно легенде, приказал бить плетьми воду?
31846;Из какого языка пришло слово «магазин»?
31847;Как называется самое известное оружие Тора?
31848;Для чего врачу необходим фонендоскоп?
31849;Какую просьбу Даниил Миров просит у Никиты Кулагина
31850;Сколько футов в одном ярде?
31851;Какое из этих государств не находится в северной Америке?
31852;Гомологом метана является...
31853;В каком году отменили  крепостное право?
31854;Какая страна больше всех в мире?
31855;Как обозначается тональность до-диез минор?
31856;Какой из этих духовых музыкальных инструментов - деревянный?
31857;У какого животного больше всех зубов?
31858;В каком году в эфир вышел первый выпуск телепередачи дом-2?
31859;Как называет удар в футболе выше ворот?
31860;Какой гормон вырабатывает тимус?
31861;В каком фильме были описаны события битвы в Могадишо 1993 г.?
31862;Исполнитель трека “Gucci gang”
31863;в каком году получила свою первую главную роль Мэрилин Монро
31864;Как называется мем с лисой и мужчиной, где лиса упала в яму?
31865;Сколько процентов составляет НДФЛ?
31866;Какое из этих веществ ароматическое?
31867;Из чего состоят снежинки на 95%?
31868;Какой титул приобрёл Эдмон Дантес?
31869;С какой скоростью маленькие колибри машут крыльями?
31870;На территории какой из современных стран находится город, в котором родился конструктор Фердинанд Порше?
31871;Сколько хромосом у папортника?
31872;"Кем приходилась баба Бабариха князю Гвидону в сказке А.С.Пушкина ""Сказка о царе Салтане...""?"
31873;Какой персонаж из Библии был пастухом , а потом стал царем Израиля?
31874;Султан Кесен является самым высоким человеком в мире.  Каков его рост?
31875;Каким по счету президентом сша является Дональд Трамп
31876;Какой из этих футбольных стадионов вместительнее?
31877;Назовите фамилию мужа балерины Светланы Захаровой:
31878;Какая часть света является самой большой?
31879;В каком городе располагается штаб Донского казачьего войска?
31880;Какое число нету в Китае,Японии,Южный Кореи
31881;Как называется самый известный фильм СССР?
31882;Самая крупная река впадающая в озеро Байкал
31883;Кого ловили знатные дамы в средние века за счет подвешивания шкурки животных к своим нарядам?
31884;Со времён португальского вторжения и до обретения независимости в европейских языках страна называлась Цейлон.
31885;Как называется отрезок, соединяющий две любые точки окружности, не проходящий через центр этой окружности?
31886;Сколько морей омывают Россию?
31887;Что происходит с рыбой кетой после нереста?
31888;Что такое бутылка Клейна?
31889;Когда был основан Санкт-Петербург?
31890;Как называется зал, в котором заседают депутаты Государственной Думы Российской Федерации?
31891;Как звали жену Романова Николая 2го ?
31892;Где появились первые бумажные деньги?
31893;Кто живет в небоскребе международного делового центра «Москва-Сити»?
31894;Если соединить медь и олово получится....
31895;Что такое фингерборд?
31896;В каком году Наполеон напал на Россию?
31897;на какой из УРАЛЬСКИХ гор живут знаменитые монахи?
31898;В каком году было создано СНГ?
31899;Кого из Российских императоров звали Карл Петер Ульрих Гольштейн-Готторпский
31900;Какой клапан двигателя внутреннего сгорания имеет больший диаметр ?
31901;Как называется первая пара черепно-мозговых нервов?
31902;Какой русский правитель продал Аляску в 1867 году?
31903;За футбольную сборную какой страны выступал легендарный вратарь Лев Яшин , помимо СССР?
31904;В какой стране находится бассейн с двенадцати этажное здание
31905;До чего распадается сахароза?
31906;Сколько лет Путину?
31907;Как называется самая главная река Санкт-Петербурга?
31908;Какое сердце у черепахи?
31909;Как называется столица Татарстана?
31910;Кем был по образованию Федор Богданович Шмидт?
31911;Какая крепость первая приняла на себя атаку немецкой фашисткой армии?
31912;Кто был 26-ым президентом США?
31913;В каком году придумали шариковую ручку?
31914;Когда было вынесено решение суда о блокировке мессенджера Telegram на территории России
31915;Какой русский царь велел казнить слона?
31916;"Сколько сюжетных линий в романе ""Мастер и Маргарита"" М.И.Булгакова"
31917;Как зовут Тимати?
31918;Какая из этих песен появилась раньше двух других?
31919;Какое море считается самым чистым и прозрачным на Земле?
31920;Кто является создателем Instagram?
31921;Поставьте ударение в слове иконопись
31922;Кто первый поздравил Гарри Поттера с днём рождения в первой части фильма
31923;Кто получил первую Нобелевскую премию по физике?
31924;Ландыши с каким количеством листьев более распространены?
31925;Кто был самым первым человеком на земле?
31926;Кто был режиссёром фильма «Звёздные войны. Эпизод V: Империя наносит ответный удар»?
31927;КАКОЕ ИЗ ЭТИХ  СЛОВ ИСПАНСКОЕ?
31928;Кто получил золотой мяч фифа в 2015?
31929;Какой цветок не вянет?
31930;Какое слово на данный момент не используется
31931;В каком году свою карьеру закончил Michel Jordan
31932;В каком факультете была Чжоу Чанг из вселенной Гарри Поттера
31933;В каком году началось строительство Большого адродного коллайдера
31934;Сколько раз Евгений Малкин становился обладателем Кубка Стэнли?
31935;Какая из королев не была женой английскому королю Генриху VIII?
31936;Я купил у вас промо-код ( подписку ) на медиатеку. Он будет действителен до конца этого кода. И на протяжении 3-ех месяцев у меня не активируется промо-код. Пишет (произошла непредвиденная ошибка, попытайтесь в след. раз). Можете исправить ошибку или переслать правильный промокод.
31937;Какой российский мультфильм, удостоился вручения «Оскара»?
31938;Сколько энергетических уровней у атома кальция ?
31939;Какая геометрическая фигура обязана своему названию греческому столику для еды?
31940;Сколько мышц в теле человека?
31941;Нет такого квантового генератора
31942;Сколько дюймов составляет длина мензуры электрогитары фирмы Fender?
31943;Кто создал «Повесть временных лет»?
31944;"Каким образом Хан Соло завладел кораблем ""Тысячелетний сокол""?"
31945;Кольцо какого цвета отсутствует на эмблеме олимпийских игр?
31946;Масса какого из этих мячей наименьшая?
31947;Самая высокая гора северной америки ?
31948;Чему равна сумма углов треугольника
31949;как называется сопереживание высшей гармонии в трагедии, имеющее воспитательное значение?
31950;Откуда родом были родители основателей Warner Brothers Production?
31951;Сколько ног у улитки?
31952;Какой цвет имеют Фламинго сразу после рождения
31953;Единственное море, не имеющее берегов
31954;Как в СССР называли работников ремонтно-строительных артелей, работавших от заказа до заказа?
31955;Обыкновенный (индийский) павлин не обитает в
31956;Кто является самым быстрым наземным животным?
31957;Какого фиксика не было в одноимённомире мультфильме
31958;Кого свергла Екатерина 2?
31959;Как звали любимого ученика Иисуса Христа?
31960;С каким штатом США НЕ граничит Мексика ?
31961;Как называется переносная батарея ?
31962;Какой термин существует в колористике ?
31963;Что у дерева, и зимой и летом одного цвета?
31964;Кто является старшей сестрой семейства Кардашьян?
31965;В каком из этих городов установлен памятник Виктору Цою?
31966;В каком году началась вторая мировая война?
31967;Какой народ считается самым многочисленным в Китае?
31968;Что из перечисленных терминов не является названием клеток крови?
31969;Какая самая большая страна в мире по населению?
31970;В каком году была куликовская битва
31971;Как звали  первую императрицу России
31972;В каком году приготовили первую шаурму(дёнер-кебаб)?
31973;В каком году была создана игра Minecraft
31974;Где расположенны вкусовые рецепторы?
31975;Самая полноводная река в мире?
31976;Сколько лет планете Земля?
31977;Какое животное относится к семейству сумчатых млекопитающих?
31978;Как называется фобия быть похороненным заживо по ошибке?
31979;Как звали царя Спарты?
31980;Каково среднее количество крови в организме человека?
31981;Как называется сосуд для приготовления кофе?
31982;В каком году родился А.С Пушкин?
31983;Какое государство занимает по площади предпоследнее место среди все стран мира?
31984;В какой стране появился первый в Южном полушарии метрополитен?
31985;Где впервые придумали суши ?
31986;Сколько  лет луне?
31987;Какой солдат XVI века, вооруженный фитильным ружьем?
31988;Какая цифра в Китае означает смерть?
31989;Как раньше называлась станция метро «Выхино»?
31990;Способ обеспечения исполнения обзательства в Гражданском праве?
31991;Год основания компании The Facebook
31992;К какой горной системе относится вторая по высоте горная вершина Земли К2?
31993;Кто был балетмейстером балета «Пиковая дама»
31994;Как называются трущобы в городах Бразилии, часто располагающиеся на склонах гор?
31995;В каком году была основана деревня Пожня в Республике Коми
31996;Сколько шахматных фигур на доске в начале партии?
31997;В сериале Дикий ангел какая гличка была у рыжеволосой подруги Милли
31998;В каком году умер И.В. Сталин?
31999;Какой мировой рекорд в метании копья старого образца у женщин?
32000;Самый титулованный футболист за всю историю (Роналду, Месси,Дани Алвеш)
32001;Из какого произведения взята фраза «тварь дрожащая»?
32002;Кто торжественным голосом на радио  1961 года поздравил со словами ?в космосе гражданин СССР! Мы первые! ?
32003;В какой стране мира раньше всего встречают рассвет?
32004;Что, по мнению участников группы «Палата №6», считается необходимым для скорейшего зачатия?
32005;Какое направление медицины НЕ связано с лечением детей?
32006;Куда заглянул человек 12 апреля
32007;Как будет на Японском #ИГРАЕМВКЛЕВЕР ?
32008;Сколько яиц можно съесть натощак?
32009;Какой республике посвящена 16-я фигура фонтана дружбы народов на ВДНХ в Москве?
32010;Кто создатель известной во всём мире манги «Наруто»?
32011;Кем был Владимир Васильевич Марковников?
32012;Как называется линия с одной точкой на начале?
32013;"Кто играл Валерия Харламова в фильме 2012 года ""Легенда №17"" ?"
32014;Какое настоящее имя у  диджея Avicii?
32015;Кто был главным теоретиком классицизма?
32016;Сколько городов в России, в которых есть метрополитен?
32017;Как переводится слово БПАN
32018;Имя какого известного богатыря стало названием самого высокого водопада в России?
32019;Какой из этих ветров меняет свое направление два раза в год?
32020;Кто был самым молодым космонавтом
32021;Какой элемент периодической системы Менделеева стал символом молчания?
32022;"В каком сериале сыграла исполнительница песни """"Umbrella""""?"
32023;В 1996 году Майк Кейт написал короткий рассказ, который называется
32024;Как называется виртуальный голосовой помощник Яндекса?
32025;Кто из этих людей открыл теорию относительности?
32026;Кому принадлежит известная фраза «Время — деньги»?
32027;Как переводится с английского название корпорации Apple?
32028;Сколько куполов у Храма Василия Блаженного?
32029;Что такого совершили Крузенштерн и Лисянский на кораблях «Надежда» и «Нева»?
32030;Какое приспособление установлено на советских танках для самовытаскивания машины
32031;Сколько звезд на флаге США?
32032;Как расшифровывается слово sos
32033;Сколько раз 10 можно вычесть из 100?
32034;Быки реагируют на красный цвет.
32035;Полное имя актёра который сыграл в сериале сверхъестественное Сэма
32036;Когда был создан первый телефон?!
32037;Какой из этих органов человека НЕ является жизненно важным?
32038;Какой из рынков, в 90 х, был открыт первым?
32039;Кто руководит Национальным Филармоническим Оркестром России с 2003 года?
32040;Какие облака обычно расположены выше других?
32041;К какому направлению в музыке относится кантри?
32042;Какую реку, согласно пословице, можно перейти только в одном направлении?
32043;Какой из этих предметов необходимо приобрести первокурснику, поступающему в Хогвартс
32044;С чего начинается Родина?
32045;Какой породы был пес Хатико из одноимённого фильма?
32046;Куда ткнёт пальцем тот из клеверят, Который выбрал правильный ответ, но наугад?
32047;Какая из этих игр не является в жанром MOBA?
32048;Как называют жителей города Котласа?
32049;Что такое эргофобия?
32050;Сколько лет исполнилось в этом году королеве Великобритании Елизавете II?
32051;Сколько людей живет на Земле в данное время?
32052;Автор какого из этих произведений не является обладателем Нобелевской премии по литературе?
32053;Когда впервые вышел выпуск многопользовательской игры «Клевер» в России?
32054;Прибор на нагревания и приготовления пищи, с насосом, подающим горючее в горелку
32055;Кто из животных так же, как и человек имеет индивидуальные отпечатки пальцев?
32056;Сколько лет футбольный клуб Спартак Москва НЕ становился чемпионом России
32057;Для чего используются лягушачьи единицы измерения?
32058;Кто из перечисленных не занимает должность президента?
32059;"Какой жанр кино называют ""байопик""?"
32060;Кто создал холодильник?
32061;Что такое частота дискретизации звука?
32062;Сколько сердец у осьминога?
32063;В каком году было крещение руси?
32064;Какие заболевания организма человека стоит на первом месте в России?
32065;Как пишется это слово?
32066;Какого числе празднуются православныц праздник Жён Мироносцев
32067;Сколько детей у футболиста Дэвида Бэкхема?
32068;В каком году был издан указ, запрещающий взяточничество госчиновников?
32069;Что открыл Колумб?
32070;Сколько цветов в гербе России
32071;Какой из чемпионов Формулы 1 выступал в автогонках под видоизмененной девичьей фамилией матери?
32072;Какое число, согласно древнем мифам, является числом дьявола
32073;Голубой кит полосатик
32074;Какая скорость у Коро сенсея из аниме класс убийц?
32075;Как называются детали в той или иной степени взаимодействующие между собой в механизме?
